playlist_id,user_id,name,description,is_public,created_at,updated_at
515,168,Running Mix #515,A curated playlist by sofiaram168,True,2021-04-08 21:18:26,2021-04-08 21:18:26
516,169,Top Hits #516,A curated playlist by yukicam_music,True,2025-11-27 14:35:02,2025-11-27 14:35:02
517,169,Focus Time #517,A curated playlist by yukicam_music,True,2020-06-23 06:24:50,2020-06-23 06:24:50
518,169,My Favorites #518,A curated playlist by yukicam_music,False,2020-04-19 04:49:06,2020-04-19 04:49:06
519,169,New Discoveries #519,A curated playlist by yukicam_music,True,2022-11-07 11:54:07,2022-11-07 11:54:07
520,170,Throwback #520,A curated playlist by evelynbak,True,2023-07-10 13:52:30,2023-07-10 13:52:30
521,170,Relaxation #521,A curated playlist by evelynbak,True,2020-08-05 17:25:38,2020-08-05 17:25:38
522,170,Late Night #522,A curated playlist by evelynbak,False,2021-09-02 19:06:07,2021-09-02 19:06:07
523,170,My Favorites #523,A curated playlist by evelynbak,True,2024-12-17 12:53:23,2024-12-17 12:53:23
524,171,Study Session #524,A curated playlist by lucasmit171,False,2023-12-15 05:27:18,2023-12-15 05:27:18
525,171,My Favorites #525,A curated playlist by lucasmit171,True,2022-08-30 10:06:46,2022-08-30 10:06:46
526,171,Study Session #526,A curated playlist by lucasmit171,True,2020-10-24 13:51:04,2020-10-24 13:51:04
527,172,New Discoveries #527,A curated playlist by ameliacla_music,False,2022-11-02 06:25:19,2022-11-02 06:25:19
528,172,My Favorites #528,A curated playlist by ameliacla_music,True,2020-02-08 06:57:48,2020-02-08 06:57:48
529,173,Study Session #529,A curated playlist by victoriatho_fan,True,2025-03-26 18:46:23,2025-03-26 18:46:23
530,173,New Discoveries #530,A curated playlist by victoriatho_fan,True,2021-08-11 18:37:59,2021-08-11 18:37:59
531,174,Chill Vibes #531,A curated playlist by owenwan_fan,True,2021-06-17 08:17:00,2021-06-17 08:17:00
532,174,Party Playlist #532,A curated playlist by owenwan_fan,False,2020-12-05 03:20:30,2020-12-05 03:20:30
533,174,Relaxation #533,A curated playlist by owenwan_fan,True,2023-03-28 17:09:59,2023-03-28 17:09:59
534,174,Study Session #534,A curated playlist by owenwan_fan,True,2024-05-01 09:21:36,2024-05-01 09:21:36
535,175,Chill Vibes #535,A curated playlist by carloswan_fan,True,2024-03-19 19:40:40,2024-03-19 19:40:40
536,175,My Favorites #536,A curated playlist by carloswan_fan,True,2021-01-07 16:08:32,2021-01-07 16:08:32
537,175,Mood Boost #537,A curated playlist by carloswan_fan,False,2022-09-09 10:34:35,2022-09-09 10:34:35
538,175,Throwback #538,A curated playlist by carloswan_fan,True,2022-05-17 20:11:11,2022-05-17 20:11:11
539,176,Workout Mix #539,A curated playlist by nathanjoh280,False,2024-03-20 22:47:51,2024-03-20 22:47:51
540,177,New Discoveries #540,A curated playlist by alexandertor177,True,2024-08-26 23:01:52,2024-08-26 23:01:52
541,177,Mood Boost #541,A curated playlist by alexandertor177,True,2024-01-12 13:05:35,2024-01-12 13:05:35
542,178,Road Trip #542,A curated playlist by carmenwil_music,True,2022-03-08 23:01:47,2022-03-08 23:01:47
543,178,My Favorites #543,A curated playlist by carmenwil_music,True,2023-06-18 16:45:59,2023-06-18 16:45:59
544,178,New Discoveries #544,A curated playlist by carmenwil_music,True,2021-12-01 20:40:44,2021-12-01 20:40:44
545,178,Mood Boost #545,A curated playlist by carmenwil_music,True,2022-06-29 17:47:10,2022-06-29 17:47:10
546,179,Chill Vibes #546,A curated playlist by rileyrob,True,2023-01-25 04:15:07,2023-01-25 04:15:07
547,179,Late Night #547,A curated playlist by rileyrob,True,2025-07-06 02:20:24,2025-07-06 02:20:24
548,180,Chill Vibes #548,A curated playlist by elijahmoo_music,True,2022-11-29 13:19:13,2022-11-29 13:19:13
549,180,Road Trip #549,A curated playlist by elijahmoo_music,True,2024-12-30 23:04:08,2024-12-30 23:04:08
550,181,Throwback #550,A curated playlist by nathanwil117,True,2025-08-25 23:12:40,2025-08-25 23:12:40
551,181,Road Trip #551,A curated playlist by nathanwil117,True,2024-12-17 09:03:38,2024-12-17 09:03:38
552,182,Focus Time #552,A curated playlist by carmennel182,True,2024-01-14 02:19:39,2024-01-14 02:19:39
553,182,Relaxation #553,A curated playlist by carmennel182,True,2023-03-13 15:44:18,2023-03-13 15:44:18
554,182,Top Hits #554,A curated playlist by carmennel182,True,2021-10-08 23:48:26,2021-10-08 23:48:26
555,182,Top Hits #555,A curated playlist by carmennel182,False,2023-07-30 23:08:58,2023-07-30 23:08:58
556,183,Workout Mix #556,A curated playlist by aidenmar183,True,2022-09-08 04:13:21,2022-09-08 04:13:21
557,183,Study Session #557,A curated playlist by aidenmar183,True,2021-02-09 14:30:45,2021-02-09 14:30:45
558,183,Top Hits #558,A curated playlist by aidenmar183,True,2020-09-02 03:25:11,2020-09-02 03:25:11
559,184,Throwback #559,A curated playlist by ameliasmi_music,False,2022-07-21 09:40:12,2022-07-21 09:40:12
560,184,Top Hits #560,A curated playlist by ameliasmi_music,True,2020-03-15 21:30:23,2020-03-15 21:30:23
561,184,Morning Coffee #561,A curated playlist by ameliasmi_music,False,2022-04-19 22:38:13,2022-04-19 22:38:13
562,184,Relaxation #562,A curated playlist by ameliasmi_music,False,2023-01-20 15:42:46,2023-01-20 15:42:46
563,184,Workout Mix #563,A curated playlist by ameliasmi_music,True,2022-12-25 18:13:52,2022-12-25 18:13:52
564,185,Workout Mix #564,A curated playlist by giovannisco_music,True,2021-02-12 06:52:52,2021-02-12 06:52:52
565,186,Workout Mix #565,A curated playlist by liamrob883,True,2025-09-04 14:03:27,2025-09-04 14:03:27
566,186,Relaxation #566,A curated playlist by liamrob883,True,2024-07-26 11:25:00,2024-07-26 11:25:00
567,186,New Discoveries #567,A curated playlist by liamrob883,True,2021-06-14 10:30:59,2021-06-14 10:30:59
568,186,Focus Time #568,A curated playlist by liamrob883,True,2024-08-06 06:02:56,2024-08-06 06:02:56
569,186,Road Trip #569,A curated playlist by liamrob883,False,2025-12-24 12:19:46,2025-12-24 12:19:46
570,187,Focus Time #570,A curated playlist by yukijac,True,2024-07-22 20:39:51,2024-07-22 20:39:51
571,187,Study Session #571,A curated playlist by yukijac,False,2022-03-04 04:29:33,2022-03-04 04:29:33
572,187,New Discoveries #572,A curated playlist by yukijac,False,2023-08-22 15:00:05,2023-08-22 15:00:05
573,187,Late Night #573,A curated playlist by yukijac,True,2025-09-26 11:43:09,2025-09-26 11:43:09
574,187,Study Session #574,A curated playlist by yukijac,True,2021-10-26 13:05:09,2021-10-26 13:05:09
575,188,Running Mix #575,A curated playlist by isaacgar,False,2020-01-31 01:10:05,2020-01-31 01:10:05
576,189,Study Session #576,A curated playlist by carmengar892,True,2022-08-27 05:32:20,2022-08-27 05:32:20
577,189,Running Mix #577,A curated playlist by carmengar892,False,2020-03-14 10:23:54,2020-03-14 10:23:54
578,189,Study Session #578,A curated playlist by carmengar892,False,2021-12-17 19:49:31,2021-12-17 19:49:31
579,190,Relaxation #579,A curated playlist by abigailjon,True,2020-10-02 04:18:51,2020-10-02 04:18:51
580,190,My Favorites #580,A curated playlist by abigailjon,True,2024-11-11 18:59:25,2024-11-11 18:59:25
581,190,Relaxation #581,A curated playlist by abigailjon,False,2022-06-24 21:28:35,2022-06-24 21:28:35
582,190,Workout Mix #582,A curated playlist by abigailjon,True,2021-02-09 20:26:29,2021-02-09 20:26:29
583,190,My Favorites #583,A curated playlist by abigailjon,True,2022-07-23 11:26:59,2022-07-23 11:26:59
584,191,Throwback #584,A curated playlist by anthonycam,False,2024-11-09 21:46:08,2024-11-09 21:46:08
585,191,Focus Time #585,A curated playlist by anthonycam,True,2024-07-01 19:33:01,2024-07-01 19:33:01
586,191,Relaxation #586,A curated playlist by anthonycam,False,2023-05-06 03:02:47,2023-05-06 03:02:47
587,191,Chill Vibes #587,A curated playlist by anthonycam,True,2025-04-26 19:46:43,2025-04-26 19:46:43
588,192,Road Trip #588,A curated playlist by evelyncar_music,False,2021-12-17 00:26:05,2021-12-17 00:26:05
589,192,Running Mix #589,A curated playlist by evelyncar_music,True,2022-04-15 19:15:03,2022-04-15 19:15:03
590,192,Study Session #590,A curated playlist by evelyncar_music,True,2022-04-20 03:54:13,2022-04-20 03:54:13
591,193,Workout Mix #591,A curated playlist by rileykim_music,True,2021-05-05 00:28:50,2021-05-05 00:28:50
592,193,Running Mix #592,A curated playlist by rileykim_music,True,2024-11-18 14:49:28,2024-11-18 14:49:28
593,193,Road Trip #593,A curated playlist by rileykim_music,True,2022-09-16 17:38:23,2022-09-16 17:38:23
594,193,Chill Vibes #594,A curated playlist by rileykim_music,False,2021-08-05 12:23:28,2021-08-05 12:23:28
595,193,Chill Vibes #595,A curated playlist by rileykim_music,True,2020-01-31 05:23:52,2020-01-31 05:23:52
596,194,Throwback #596,A curated playlist by gracengu_fan,False,2021-09-11 05:01:24,2021-09-11 05:01:24
597,194,Top Hits #597,A curated playlist by gracengu_fan,False,2024-03-07 13:25:17,2024-03-07 13:25:17
598,195,Morning Coffee #598,A curated playlist by noahbro852,True,2020-02-15 04:32:25,2020-02-15 04:32:25
599,195,Focus Time #599,A curated playlist by noahbro852,True,2020-01-05 15:06:32,2020-01-05 15:06:32
600,196,My Favorites #600,A curated playlist by natashangu,True,2020-01-07 03:30:56,2020-01-07 03:30:56
601,196,Running Mix #601,A curated playlist by natashangu,False,2020-02-26 11:07:47,2020-02-26 11:07:47
602,197,New Discoveries #602,A curated playlist by rileyhil197,True,2022-02-11 13:56:30,2022-02-11 13:56:30
603,197,Study Session #603,A curated playlist by rileyhil197,True,2023-06-07 00:41:02,2023-06-07 00:41:02
604,197,Workout Mix #604,A curated playlist by rileyhil197,False,2025-01-18 16:44:20,2025-01-18 16:44:20
605,197,My Favorites #605,A curated playlist by rileyhil197,False,2020-01-16 00:05:43,2020-01-16 00:05:43
606,198,New Discoveries #606,A curated playlist by elijahall198,False,2024-11-11 07:49:19,2024-11-11 07:49:19
607,198,Workout Mix #607,A curated playlist by elijahall198,True,2020-10-06 13:29:29,2020-10-06 13:29:29
608,198,Late Night #608,A curated playlist by elijahall198,True,2021-01-05 01:33:22,2021-01-05 01:33:22
609,198,Relaxation #609,A curated playlist by elijahall198,True,2020-03-12 21:38:29,2020-03-12 21:38:29
610,198,Relaxation #610,A curated playlist by elijahall198,False,2023-04-09 13:08:15,2023-04-09 13:08:15
611,199,Chill Vibes #611,A curated playlist by isaacwhi_music,False,2021-12-31 10:05:56,2021-12-31 10:05:56
612,199,Party Playlist #612,A curated playlist by isaacwhi_music,True,2024-03-16 06:30:49,2024-03-16 06:30:49
613,200,Running Mix #613,A curated playlist by gabrieljon_fan,False,2025-09-22 17:27:57,2025-09-22 17:27:57
614,200,Throwback #614,A curated playlist by gabrieljon_fan,False,2023-11-29 15:29:36,2023-11-29 15:29:36
615,200,My Favorites #615,A curated playlist by gabrieljon_fan,True,2025-04-03 08:42:41,2025-04-03 08:42:41
616,200,Running Mix #616,A curated playlist by gabrieljon_fan,False,2020-01-28 16:06:28,2020-01-28 16:06:28
617,200,Road Trip #617,A curated playlist by gabrieljon_fan,False,2022-11-12 12:29:31,2022-11-12 12:29:31
